Lectura regla,V. Acum.,Area,V. Parcial,Cota
20.09,15214453.00,2110168.00,21095.00,1135.00
20.10,15235561.00,2111439.00,21108.00,1135.00
20.11,15256681.00,2112711.00,21121.00,1135.00
20.12,15277815.00,2113982.00,21133.00,1135.00
20.13,15298961.00,2115254.00,21146.00,1135.00
20.14,15320120.00,2116525.00,21159.00,1135.00
20.15,15341292.00,2117797.00,21172.00,1135.00
20.16,15362476.00,2119068.00,21184.00,1135.00
20.17,15383673.00,2120340.00,21197.00,1135.00
20.18,15404883.00,2121611.00,21210.00,1135.00
20.19,15426105.00,2122883.00,21222.00,1135.00
20.20,15447340.00,2124154.00,21235.00,1135.00
20.21,15468588.00,2125426.00,21248.00,1135.00
20.22,15489849.00,2126697.00,21261.00,1135.00
20.23,15511122.00,2127969.00,21273.00,1135.00
20.24,15532408.00,2129240.00,21286.00,1135.00
20.25,15553707.00,2130503.00,21299.00,1135.00
20.26,15575018.00,2131766.00,21311.00,1135.00
20.27,15596342.00,2133028.00,21324.00,1135.00
20.28,15617679.00,2134291.00,21337.00,1135.00
20.29,15639028.00,2135554.00,21349.00,1135.00
20.30,15660390.00,2136817.00,21362.00,1135.00
20.31,15681764.00,2138080.00,21374.00,1135.00
20.32,15703152.00,2139343.00,21387.00,1135.00
20.33,15724551.00,2140605.00,21400.00,1135.00
20.34,15745964.00,2141868.00,21412.00,1135.00
20.35,15767389.00,2143131.00,21425.00,1135.00
20.36,15788826.00,2144394.00,21438.00,1135.00
20.37,15810277.00,2145657.00,21450.00,1135.00
20.38,15831739.00,2146920.00,21463.00,1135.00
20.39,15853215.00,2148182.00,21476.00,1135.00
20.40,15874703.00,2149445.00,21488.00,1135.00
20.41,15896204.00,2150708.00,21501.00,1135.00
20.42,15917717.00,2151971.00,21513.00,1135.00
20.43,15939243.00,2153234.00,21526.00,1135.00
20.44,15960782.00,2154497.00,21539.00,1135.00
20.45,15982333.00,2155759.00,21551.00,1135.00
20.46,16003897.00,2157022.00,21564.00,1135.00
20.47,16025474.00,2158285.00,21577.00,1135.00
20.48,16047063.00,2159548.00,21589.00,1135.00
20.49,16068665.00,2160811.00,21602.00,1135.00
20.50,16090279.00,2162065.00,21614.00,1135.00
20.51,16111906.00,2163319.00,21627.00,1135.00
20.52,16133545.00,2164574.00,21639.00,1135.00
20.53,16155197.00,2165828.00,21652.00,1135.00
20.54,16176862.00,2167082.00,21665.00,1135.00
20.55,16198539.00,2168336.00,21677.00,1135.00
20.56,16220229.00,2169591.00,21690.00,1135.00
20.57,16241931.00,2170845.00,21702.00,1135.00
20.58,16263646.00,2172099.00,21715.00,1135.00
20.59,16285373.00,2173354.00,21727.00,1135.00
20.60,16307113.00,2174608.00,21740.00,1135.00
20.61,16328865.00,2175862.00,21752.00,1135.00
20.62,16350630.00,2177116.00,21765.00,1135.00
20.63,16372407.00,2178371.00,21777.00,1135.00
20.64,16394197.00,2179625.00,21790.00,1135.00
20.65,16416000.00,2180879.00,21803.00,1135.00
20.66,16437815.00,2182133.00,21815.00,1135.00
20.67,16459642.00,2183388.00,21828.00,1135.00
20.68,16481483.00,2184642.00,21840.00,1135.00
20.69,16503335.00,2185896.00,21853.00,1135.00
20.70,16525201.00,2187151.00,21865.00,1135.00
20.71,16547078.00,2188405.00,21878.00,1135.00
20.72,16568969.00,2189659.00,21890.00,1135.00
20.73,16590871.00,2190913.00,21903.00,1135.00
20.74,16612787.00,2192168.00,21915.00,1136.00
20.75,16634718.00,2194152.00,21932.00,1136.00
20.76,16656670.00,2196136.00,21951.00,1136.00
20.77,16678641.00,2198120.00,21971.00,1136.00
20.78,16700632.00,2200104.00,21991.00,1136.00
20.79,16722643.00,2202088.00,22011.00,1136.00
20.80,16744674.00,2204072.00,22031.00,1136.00
20.81,16766725.00,2206056.00,22051.00,1136.00
20.82,16788795.00,2208040.00,22070.00,1136.00
20.83,16810885.00,2210024.00,22090.00,1136.00
20.84,16832996.00,2212008.00,22110.00,1136.00
20.85,16855126.00,2213992.00,22130.00,1136.00
20.86,16877275.00,2215976.00,22150.00,1136.00
20.87,16899445.00,2217960.00,22170.00,1136.00
20.88,16921635.00,2219944.00,22190.00,1136.00
20.89,16943844.00,2221928.00,22209.00,1136.00
20.90,16966073.00,2223912.00,22229.00,1136.00
20.91,16988322.00,2225896.00,22249.00,1136.00
20.92,17010591.00,2227880.00,22269.00,1136.00
20.93,17032880.00,2229864.00,22289.00,1136.00
20.94,17055188.00,2231848.00,22309.00,1136.00
20.95,17077517.00,2233832.00,22328.00,1136.00
20.96,17099865.00,2235816.00,22348.00,1136.00
20.97,17122233.00,2237800.00,22368.00,1136.00
20.98,17144621.00,2239785.00,22388.00,1136.00
20.99,17167029.00,2241769.00,22408.00,1136.00
21.00,17189455.00,2243442.00,22426.00,1136.00
21.01,17211898.00,2245116.00,22443.00,1136.00
21.02,17234357.00,2246789.00,22460.00,1136.00
21.03,17256834.00,2248463.00,22476.00,1136.00
21.04,17279327.00,2250136.00,22493.00,1136.00
21.05,17301836.00,2251809.00,22510.00,1136.00
21.06,17324363.00,2253483.00,22526.00,1136.00
21.07,17346906.00,2255156.00,22543.00,1136.00
21.08,17369466.00,2256830.00,22560.00,1136.00
21.09,17392043.00,2258503.00,22577.00,1136.00
21.10,17414636.00,2260177.00,22593.00,1136.00
21.11,17437246.00,2261850.00,22610.00,1136.00
21.12,17459873.00,2263524.00,22627.00,1136.00
21.13,17482517.00,2265197.00,22644.00,1136.00
21.14,17505177.00,2266871.00,22660.00,1136.00
21.15,17527854.00,2268544.00,22677.00,1136.00
21.16,17550548.00,2270218.00,22694.00,1136.00
21.17,17573258.00,2271891.00,22711.00,1136.00
21.18,17595986.00,2273565.00,22727.00,1136.00
21.19,17618730.00,2275238.00,22744.00,1136.00
21.20,17641490.00,2276912.00,22761.00,1136.00
21.21,17664268.00,2278585.00,22777.00,1136.00
21.22,17687062.00,2280259.00,22794.00,1136.00
21.23,17709873.00,2281932.00,22811.00,1136.00
21.24,17732701.00,2283606.00,22828.00,1136.00
21.25,17755546.00,2285480.00,22845.00,1136.00
21.26,17778410.00,2287354.00,22864.00,1136.00
21.27,17801293.00,2289228.00,22883.00,1136.00
21.28,17824195.00,2291102.00,22902.00,1136.00
21.29,17847115.00,2292976.00,22920.00,1136.00
21.30,17870054.00,2294851.00,22939.00,1136.00
21.31,17893012.00,2296725.00,22958.00,1136.00
21.32,17915989.00,2298599.00,22977.00,1136.00
21.33,17938984.00,2300473.00,22995.00,1136.00
21.34,17961998.00,2302347.00,23014.00,1136.00
21.35,17985031.00,2304221.00,23033.00,1136.00
21.36,18008083.00,2306095.00,23052.00,1136.00
21.37,18031153.00,2307969.00,23070.00,1136.00
21.38,18054242.00,2309844.00,23089.00,1136.00
21.39,18077350.00,2311718.00,23108.00,1136.00
21.40,18100477.00,2313592.00,23127.00,1136.00
21.41,18123622.00,2315466.00,23145.00,1136.00
21.42,18146786.00,2317340.00,23164.00,1136.00
21.43,18169969.00,2319214.00,23183.00,1136.00
21.44,18193170.00,2321088.00,23202.00,1136.00
21.45,18216390.00,2322963.00,23220.00,1136.00
21.46,18239629.00,2324837.00,23239.00,1136.00
21.47,18262887.00,2326711.00,23258.00,1136.00
21.48,18286164.00,2328585.00,23276.00,1136.00
21.49,18309459.00,2330459.00,23295.00,1136.00
21.50,18332774.00,2332534.00,23315.00,1136.00
21.51,18356109.00,2334610.00,23336.00,1136.00
21.52,18379466.00,2336685.00,23356.00,1136.00
21.53,18402843.00,2338761.00,23377.00,1136.00
21.54,18426241.00,2340836.00,23398.00,1136.00
21.55,18449660.00,2342912.00,23419.00,1136.00
21.56,18473099.00,2344987.00,23439.00,1136.00
21.57,18496560.00,2347063.00,23460.00,1136.00
21.58,18520041.00,2349138.00,23481.00,1136.00
21.59,18543542.00,2351213.00,23502.00,1136.00
21.60,18567065.00,2353289.00,23523.00,1136.00
21.61,18590608.00,2355364.00,23543.00,1136.00
21.62,18614172.00,2357440.00,23564.00,1136.00
21.63,18637757.00,2359515.00,23585.00,1136.00
21.64,18661363.00,2361591.00,23606.00,1136.00
21.65,18684989.00,2363666.00,23626.00,1136.00
21.66,18708636.00,2365741.00,23647.00,1136.00
21.67,18732304.00,2367817.00,23668.00,1136.00
21.68,18755992.00,2369892.00,23689.00,1136.00
21.69,18779701.00,2371968.00,23709.00,1136.00
21.70,18803432.00,2374043.00,23730.00,1136.00
21.71,18827182.00,2376119.00,23751.00,1136.00
21.72,18850954.00,2378194.00,23772.00,1136.00
21.73,18874746.00,2380269.00,23792.00,1136.00
21.74,18898559.00,2382345.00,23813.00,1137.00
21.75,18922386.00,2382997.00,23827.00,1137.00
21.76,18946219.00,2383649.00,23833.00,1137.00
21.77,18970059.00,2384300.00,23840.00,1137.00
21.78,18993905.00,2384952.00,23846.00,1137.00
21.79,19017758.00,2385604.00,23853.00,1137.00
21.80,19041617.00,2386256.00,23859.00,1137.00
21.81,19065483.00,2386908.00,23866.00,1137.00
21.82,19089355.00,2387560.00,23872.00,1137.00
21.83,19113234.00,2388211.00,23879.00,1137.00
21.84,19137120.00,2388863.00,23885.00,1137.00
21.85,19161012.00,2389515.00,23892.00,1137.00
21.86,19184910.00,2390167.00,23898.00,1137.00
21.87,19208815.00,2390819.00,23905.00,1137.00
21.88,19232726.00,2391470.00,23911.00,1137.00
21.89,19256644.00,2392122.00,23918.00,1137.00
21.90,19280569.00,2392774.00,23924.00,1137.00
21.91,19304500.00,2393426.00,23931.00,1137.00
21.92,19328437.00,2394078.00,23938.00,1137.00
21.93,19352381.00,2394730.00,23944.00,1137.00
21.94,19376332.00,2395381.00,23951.00,1137.00
21.95,19400289.00,2396033.00,23957.00,1137.00
21.96,19424253.00,2396685.00,23964.00,1137.00
21.97,19448223.00,2397337.00,23970.00,1137.00
21.98,19472199.00,2397989.00,23977.00,1137.00
21.99,19496182.00,2398641.00,23983.00,1137.00
22.00,19520179.00,2400670.00,23997.00,1137.00
22.01,19544196.00,2402699.00,24017.00,1137.00
22.02,19568233.00,2404729.00,24037.00,1137.00
22.03,19592290.00,2406758.00,24057.00,1137.00
22.04,19616368.00,2408788.00,24078.00,1137.00
22.05,19640466.00,2410817.00,24098.00,1137.00
22.06,19664585.00,2412847.00,24118.00,1137.00
22.07,19688723.00,2414876.00,24139.00,1137.00
22.08,19712882.00,2416906.00,24159.00,1137.00
22.09,19737061.00,2418935.00,24179.00,1137.00
22.10,19761261.00,2420965.00,24199.00,1137.00
22.11,19785481.00,2422994.00,24220.00,1137.00
22.12,19809721.00,2425023.00,24240.00,1137.00
22.13,19833981.00,2427053.00,24260.00,1137.00
22.14,19858262.00,2429082.00,24281.00,1137.00
22.15,19882563.00,2431112.00,24301.00,1137.00
22.16,19906884.00,2433141.00,24321.00,1137.00
22.17,19931225.00,2435171.00,24342.00,1137.00
22.18,19955587.00,2437200.00,24362.00,1137.00
22.19,19979969.00,2439230.00,24382.00,1137.00
22.20,20004372.00,2441259.00,24402.00,1137.00
22.21,20028795.00,2443288.00,24423.00,1137.00
22.22,20053238.00,2445318.00,24443.00,1137.00
22.23,20077701.00,2447347.00,24463.00,1137.00
22.24,20102185.00,2449377.00,24484.00,1137.00
22.25,20126689.00,2451590.00,24505.00,1137.00
22.26,20151216.00,2453803.00,24527.00,1137.00
22.27,20175766.00,2456016.00,24549.00,1137.00
22.28,20200337.00,2458229.00,24571.00,1137.00
22.29,20224930.00,2460442.00,24593.00,1137.00
22.30,20249546.00,2462655.00,24615.00,1137.00
22.31,20274183.00,2464867.00,24638.00,1137.00
22.32,20298843.00,2467080.00,24660.00,1137.00
22.33,20323525.00,2469293.00,24682.00,1137.00
22.34,20348229.00,2471506.00,24704.00,1137.00
22.35,20372955.00,2473719.00,24726.00,1137.00
22.36,20397703.00,2475932.00,24748.00,1137.00
22.37,20422474.00,2478145.00,24770.00,1137.00
22.38,20447266.00,2480358.00,24793.00,1137.00
22.39,20472081.00,2482571.00,24815.00,1137.00
22.40,20496918.00,2484784.00,24837.00,1137.00
22.41,20521776.00,2486997.00,24859.00,1137.00
22.42,20546657.00,2489210.00,24881.00,1137.00
22.43,20571561.00,2491423.00,24903.00,1137.00
22.44,20596486.00,2493636.00,24925.00,1137.00
22.45,20621433.00,2495849.00,24947.00,1137.00
22.46,20646403.00,2498062.00,24970.00,1137.00
22.47,20671395.00,2500275.00,24992.00,1137.00
22.48,20696408.00,2502488.00,25014.00,1137.00
22.49,20721444.00,2504701.00,25036.00,1137.00
22.50,20746503.00,2507096.00,25059.00,1137.00
22.51,20771586.00,2509492.00,25083.00,1137.00
22.52,20796693.00,2511888.00,25107.00,1137.00
22.53,20821824.00,2514283.00,25131.00,1137.00
22.54,20846979.00,2516679.00,25155.00,1137.00
22.55,20872158.00,2519075.00,25179.00,1137.00
22.56,20897360.00,2521470.00,25203.00,1137.00
22.57,20922587.00,2523866.00,25227.00,1137.00
22.58,20947838.00,2526262.00,25251.00,1137.00
22.59,20973112.00,2528657.00,25275.00,1137.00
22.60,20998411.00,2531053.00,25299.00,1137.00
22.61,21023733.00,2533449.00,25323.00,1137.00
22.62,21049080.00,2535844.00,25346.00,1137.00
22.63,21074450.00,2538240.00,25370.00,1137.00
22.64,21099845.00,2540636.00,25394.00,1137.00
22.65,21125263.00,2543031.00,25418.00,1137.00
22.66,21150705.00,2545427.00,25442.00,1137.00
22.67,21176171.00,2547823.00,25466.00,1137.00
22.68,21201662.00,2550218.00,25490.00,1137.00
22.69,21227176.00,2552614.00,25514.00,1137.00
22.70,21252714.00,2555010.00,25538.00,1137.00
22.71,21278276.00,2557405.00,25562.00,1137.00
22.72,21303862.00,2559801.00,25586.00,1137.00
22.73,21329472.00,2562197.00,25610.00,1137.00
22.74,21355106.00,2564592.00,25634.00,1138.00
22.75,21380807.00,2575561.00,25701.00,1138.00
22.76,21406617.00,2586529.00,25810.00,1138.00
22.77,21432537.00,2597498.00,25920.00,1138.00
22.78,21458567.00,2608466.00,26030.00,1138.00
22.79,21484707.00,2619435.00,26140.00,1138.00
22.80,21510956.00,2630404.00,26249.00,1138.00
22.81,21537315.00,2641372.00,26359.00,1138.00
22.82,21563783.00,2652341.00,26469.00,1138.00
22.83,21590361.00,2663309.00,26578.00,1138.00
22.84,21617049.00,2674278.00,26688.00,1138.00
22.85,21643847.00,2685246.00,26798.00,1138.00
22.86,21670754.00,2696215.00,26907.00,1138.00
22.87,21697771.00,2707183.00,27017.00,1138.00
22.88,21724898.00,2718152.00,27127.00,1138.00
22.89,21752134.00,2729120.00,27236.00,1138.00
22.90,21779480.00,2740089.00,27346.00,1138.00
22.91,21806936.00,2751058.00,27456.00,1138.00
22.92,21834502.00,2762026.00,27565.00,1138.00
22.93,21862177.00,2772995.00,27675.00,1138.00
22.94,21889961.00,2783963.00,27785.00,1138.00
22.95,21917856.00,2794932.00,27894.00,1138.00
22.96,21945860.00,2805900.00,28004.00,1138.00
22.97,21973974.00,2816869.00,28114.00,1138.00
22.98,22002197.00,2827837.00,28224.00,1138.00
22.99,22030531.00,2838806.00,28333.00,1138.00
23.00,22058928.00,2840693.00,28397.00,1138.00
23.01,22087345.00,2842580.00,28416.00,1138.00
23.02,22115780.00,2844467.00,28435.00,1138.00
23.03,22144234.00,2846354.00,28454.00,1138.00
23.04,22172707.00,2848242.00,28473.00,1138.00
23.05,22201199.00,2850129.00,28492.00,1138.00
23.06,22229709.00,2852016.00,28511.00,1138.00
23.07,22258239.00,2853903.00,28530.00,1138.00
23.08,22286788.00,2855790.00,28548.00,1138.00
23.09,22315355.00,2857677.00,28567.00,1138.00
23.10,22343941.00,2859564.00,28586.00,1138.00
23.11,22372546.00,2861452.00,28605.00,1138.00
23.12,22401170.00,2863339.00,28624.00,1138.00
23.13,22429813.00,2865226.00,28643.00,1138.00
23.14,22458475.00,2867113.00,28662.00,1138.00
23.15,22487155.00,2869000.00,28681.00,1138.00
23.16,22515855.00,2870887.00,28699.00,1138.00
23.17,22544573.00,2872774.00,28718.00,1138.00
23.18,22573310.00,2874661.00,28737.00,1138.00
23.19,22602066.00,2876549.00,28756.00,1138.00
23.20,22630841.00,2878436.00,28775.00,1138.00
23.21,22659635.00,2880323.00,28794.00,1138.00
23.22,22688448.00,2882210.00,28813.00,1138.00
23.23,22717279.00,2884097.00,28832.00,1138.00
23.24,22746129.00,2885984.00,28850.00,1138.00
23.25,22774999.00,2887867.00,28869.00,1138.00
23.26,22803887.00,2889749.00,28888.00,1138.00
23.27,22832794.00,2891631.00,28907.00,1138.00
23.28,22861719.00,2893514.00,28926.00,1138.00
23.29,22890664.00,2895396.00,28945.00,1138.00
23.30,22919627.00,2897278.00,28963.00,1138.00
23.31,22948610.00,2899161.00,28982.00,1138.00
23.32,22977611.00,2901043.00,29001.00,1138.00
23.33,23006630.00,2902925.00,29020.00,1138.00
23.34,23035669.00,2904808.00,29039.00,1138.00
23.35,23064727.00,2906690.00,29057.00,1138.00
23.36,23093803.00,2908572.00,29076.00,1138.00
23.37,23122898.00,2910455.00,29095.00,1138.00
23.38,23152012.00,2912337.00,29114.00,1138.00
23.39,23181145.00,2914219.00,29133.00,1138.00
23.40,23210296.00,2916102.00,29152.00,1138.00
23.41,23239467.00,2917984.00,29170.00,1138.00
23.42,23268656.00,2919866.00,29189.00,1138.00
23.43,23297864.00,2921749.00,29208.00,1138.00
23.44,23327091.00,2923631.00,29227.00,1138.00
23.45,23356337.00,2925513.00,29246.00,1138.00
23.46,23385601.00,2927396.00,29265.00,1138.00
23.47,23414885.00,2929278.00,29283.00,1138.00
23.48,23444187.00,2931161.00,29302.00,1138.00
23.49,23473508.00,2933043.00,29321.00,1138.00
23.50,23502848.00,2935019.00,29340.00,1138.00
23.51,23532208.00,2936995.00,29360.00,1138.00
23.52,23561588.00,2938971.00,29380.00,1138.00
23.53,23590988.00,2940948.00,29400.00,1138.00
23.54,23620407.00,2942924.00,29419.00,1138.00
23.55,23649846.00,2944900.00,29439.00,1138.00
23.56,23679305.00,2946876.00,29459.00,1138.00
23.57,23708784.00,2948852.00,29479.00,1138.00
23.58,23738282.00,2950828.00,29498.00,1138.00
23.59,23767800.00,2952805.00,29518.00,1138.00
23.60,23797338.00,2954781.00,29538.00,1138.00
23.61,23826896.00,2956757.00,29558.00,1138.00
23.62,23856473.00,2958733.00,29577.00,1138.00
23.63,23886071.00,2960709.00,29597.00,1138.00
23.64,23915687.00,2962685.00,29617.00,1138.00
23.65,23945324.00,2964662.00,29637.00,1138.00
23.66,23974981.00,2966638.00,29656.00,1138.00
23.67,24004657.00,2968614.00,29676.00,1138.00
23.68,24034353.00,2970590.00,29696.00,1138.00
23.69,24064069.00,2972566.00,29716.00,1138.00
23.70,24093804.00,2974543.00,29736.00,1138.00
23.71,24123560.00,2976519.00,29755.00,1138.00
23.72,24153335.00,2978495.00,29775.00,1138.00
23.73,24183130.00,2980471.00,29795.00,1138.00
23.74,24212944.00,2982447.00,29815.00,1139.00
23.75,24242777.00,2984217.00,29833.00,1139.00
23.76,24272628.00,2985987.00,29851.00,1139.00
23.77,24302497.00,2987756.00,29869.00,1139.00
23.78,24332384.00,2989526.00,29886.00,1139.00
23.79,24362288.00,2991296.00,29904.00,1139.00
23.80,24392209.00,2993065.00,29922.00,1139.00
23.81,24422149.00,2994835.00,29940.00,1139.00
23.82,24452106.00,2996605.00,29957.00,1139.00
23.83,24482081.00,2998374.00,29975.00,1139.00
23.84,24512074.00,3000144.00,29993.00,1139.00
23.85,24542084.00,3001914.00,30010.00,1139.00
23.86,24572112.00,3003683.00,30028.00,1139.00
23.87,24602158.00,3005453.00,30046.00,1139.00
23.88,24632221.00,3007223.00,30063.00,1139.00
23.89,24662302.00,3008992.00,30081.00,1139.00
23.90,24692401.00,3010762.00,30099.00,1139.00
23.91,24722517.00,3012532.00,30116.00,1139.00
23.92,24752652.00,3014301.00,30134.00,1139.00
23.93,24782803.00,3016071.00,30152.00,1139.00
23.94,24812973.00,3017841.00,30170.00,1139.00
23.95,24843160.00,3019611.00,30187.00,1139.00
23.96,24873365.00,3021380.00,30205.00,1139.00
23.97,24903588.00,3023150.00,30223.00,1139.00
23.98,24933828.00,3024920.00,30240.00,1139.00
23.99,24964086.00,3026689.00,30258.00,1139.00
24.00,24994358.00,3027672.00,30272.00,1139.00
24.01,25024640.00,3028654.00,30282.00,1139.00
24.02,25054931.00,3029636.00,30291.00,1139.00
24.03,25085232.00,3030619.00,30301.00,1139.00
24.04,25115543.00,3031601.00,30311.00,1139.00
24.05,25145864.00,3032584.00,30321.00,1139.00
24.06,25176195.00,3033566.00,30331.00,1139.00
24.07,25206536.00,3034549.00,30341.00,1139.00
24.08,25236886.00,3035531.00,30350.00,1139.00
24.09,25267246.00,3036513.00,30360.00,1139.00
24.10,25297616.00,3037496.00,30370.00,1139.00
24.11,25327996.00,3038478.00,30380.00,1139.00
24.12,25358386.00,3039461.00,30390.00,1139.00
24.13,25388785.00,3040443.00,30400.00,1139.00
24.14,25419195.00,3041425.00,30409.00,1139.00
24.15,25449614.00,3042408.00,30419.00,1139.00
24.16,25480043.00,3043390.00,30429.00,1139.00
24.17,25510482.00,3044373.00,30439.00,1139.00
24.18,25540930.00,3045355.00,30449.00,1139.00
24.19,25571389.00,3046337.00,30458.00,1139.00
24.20,25601857.00,3047320.00,30468.00,1139.00
24.21,25632335.00,3048302.00,30478.00,1139.00
24.22,25662823.00,3049285.00,30488.00,1139.00
24.23,25693321.00,3050267.00,30498.00,1139.00
24.24,25723829.00,3051249.00,30508.00,1139.00
